,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2122,General Physician,HCL Healthcare,Hyderabad,2-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageConsultingInvestigationHealthcareCounsellingGeneral
2123,Sr System Engineer,Mozarc Medical India,Bengaluru,5-10 Yrs,Not disclosed,19 Days Ago,2024-11-24,FMEARegulatory RequirementsMedical DevicesRisk ManagementDevicesRiskMedicalSR
2124,Manager Scientific and Medical Writer,Ocugen,Hyderabad,5-10 Yrs,Not disclosed,26 Days Ago,2024-11-24,Maintaining compliance with all guidelines and regulations.Critical scientific researchWriting manuscriptsEditing scientific reportsInterpret and communicate scientific/medical informationOrganizational skillsAttn Detail and qualityContent strategies
2125,Senior Service Engineer,Providence College Of Engineering,Hyderabad,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Performance tuningLinuxDisaster recoveryWindowsTroubleshootingInformation technologyVirtualizationSSL
2126,Business Executive,Vetogen Animal Health,"Bhubaneswar, Kolkata, Ghaziabad, New Delhi, Chennai, Coimbatore",1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business Executive
2127,SAP MDG Consultant,Global Pharma Tek,Bengaluru,8-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process designAutomationSAPTime managementData modelingdata governancebusiness rulesData quality
2128,"Full stack with React.js, Node.js and AWS",Global Pharma Tek,Bengaluru,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Front endCodingOOADPostgresqlDebuggingApplication developmentUnit testingOracle
2129,Full stack with Java + Reactjs +AWS,Global Pharma Tek,Bengaluru,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MavenHibernateData modelingCodingDatabase designOOADJavascriptUnit testing
2130,Data Scientist,Global Pharma Tek,Bengaluru,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer visiondeep learningConsultingMachine learningData processingNatural language processingForecastingAnalytics
2131,SAP - S/4 HANA ABAP Developer - Pharma Industry,Biological E,Hyderabad(Azamabad),7-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hana AbapECC environmentAbap On Hanas/4 hana implementationSSAPSAP S HanaDevelopment
2132,Executive SCPC,Nethradhama Superspeciality Eye Hospital,"Hyderabad, Bengaluru",1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationSurgicalSenior ExecutiveSchedulingSenior
2133,Sr. Executive / Executive Administration,Nethradhama Superspeciality Eye Hospital,"Hyderabad, Bengaluru",1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicTeam managementSenior ExecutiveManagementMonitoringAdministration ExecutiveSeniorSR
2134,Executive Front Desk,Nethradhama Superspeciality Eye Hospital,"Hyderabad, Bengaluru",1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicFront deskSenior ExecutiveRelationshipDeskSeniorFront
2135,Area Sales Manager,Aice Health Care,"Kolkata, New Delhi, Hyderabad, Chennai",2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationSalesPharmaArea salesManagementArea sales managementPharmaceutical
2136,Regulatory Writer - Clinical study report,Winning Edge,Bengaluru,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Regulatory writingClinical study reportproject managementstakeholder managementdocument managementclinical developmentstrategy executionmanagement systems
2137,"Regulatory Affairs - Editor/Quality (CSR, IB's, Protocols)",Winning Edge,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Scientific LiteratureProofreadingEditingCSRRegulatory DocumentIBProtocolLiterature
2138,"Data Scientist - Python, AWS, Gen AI",Winning Edge,Bengaluru,8-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PytorchRNLPPythonTensorFlowGen AIAzureHuggingFace
2139,Pediatric speech Therapist,Aster DM Healthcare,Bengaluru,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Speech TherapyPediatric speech TherapistSpeech Language PathologySpeech Language PathologistPathologySpeechPediatricsTherapy
2140,Data Manager - Reltio,Winning Edge,Bengaluru,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ReltioReltio Data ModelReltio Integration HubUI ConfigAgile methodologiesGithubReference Data ManagementData Management
2141,Medical Superintendent,Srv- C Hospital Llp,Bengaluru,7-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Operations managementManager Quality AssuranceMedical SuperintendentMonitoringQuality managementQuality assuranceMedicalManagement
2142,HR Manager,Clevergene,Bengaluru,10-20 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Performance managementDiagnosticsStrategic partnershipsPharmaMISGenomicsHRMarket penetration
2143,"Manager, Regulatory Affairs, Specimen Management",Becton Dickinson,Bengaluru,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PLMMedical devicesOperational excellenceDiagnosticsGeneticsManager Regulatory AffairsDmsTalent management
2144,Clinical Data Manager/Senior Clinical Data Manager,Precision For Medicine,Bengaluru,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPData managementMedical codingReconciliationHealthcareClinical researchManager Quality ControlRFP
2145,Principal Statistical Programmer,Statistics & Data Corporation (SDC),Hyderabad,4-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisData managementDiagnosticsProject managementXMLPharmaConsultingSAS Programming
2146,Associate Supply Chain Manager,Sandoz,Hyderabad,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementSupply chain managementSAPDemand planningProduction planningProject managementWarehouse managementManager Quality Control
2147,Senior Software Engineer,Parexel,Hyderabad,9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,cssweb servicesapplication designverbal communicationinterpersonal skillsjdbcazure devopsapache tomcat
2148,Procurement-Strategic Sourcing (Injectable API) FML,Hetero,Hyderabad,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Strategic SourcingAPI SourcingProcurementOSDPurchaseFormulationInjectablesSourcing
2149,Project Specialist,Parexel,Hyderabad,4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,vendor managementexecutionproject managementproject schedulingpivot tableexcelplanningpmo
2150,Consultant Nephrologist,Hirexpert,"Rajahmundry, Bikaner",0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NephrologyNephrologistConsultant NephrologistConsulting
2151,Front Desk Receptionist,revive physiotherapy clinic,Bengaluru(Jayanagar 9th Block East),1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Communication SkillsorganizationalCustomer ServiceTechnical Skillsattention to detailProblem SolvingTechnicalFront
2152,Administration Coordinator,JOB Junction India.com,Bengaluru,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Team ManagementOffice suppliesAdministration CoordinatorClient CoordinationCommunicationPolicies And ProceduresAdministrationCoordination
2153,Jr. Executive/ Executive,Tofflon (India),Hyderabad(Patancheruvu +1),1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Microbiological AnalysisSterilityWater AnalysisQuality ControlQualityAnalysisJrssWater
2154,Senior Sales Executive,Medall,"Chennai, Bengaluru",2-7 Yrs,2-6.5 Lacs PA,30+ Days Ago,2024-11-24,B2C SalesB2B SalesB2BSalesSeniorB2C
2155,System Administrator,Clinchoice,Bengaluru,2-4 Yrs,"50,000-3 Lacs PA",30+ Days Ago,2024-11-24,System AdministrationServer SupportIT NetworkingServNetworkingSystemServerAdministration
2156,Account Manager,Shambhavi Groups,Bengaluru,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Tally ERPGst ReturnBank ReconciliationVendor PaymentsReceivableVendor ReconciliationGst FilingTDS Return
2157,Biology Researcher,Turing Global India,Remote,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BiologyMicrobiologyMolecular BiologyZoologyBotanyGeneticsMolecularResearch
2158,Executive.Operations,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CorporateOperation ExecutiveOperations
2159,Medical Sales Representative / Therapy Manager,Bharat Parenterals,"Udaipur, Chennai, Surat",1-5 Yrs,Not disclosed,8 Days Ago,2024-11-24,Healthcare Marketingmedical representativePharma MarketingSalesMedicalMedical SalesHealthcareManagement
2160,Sr. InfoSec Quality and Compliance Analyst (GRC Security Specialist),Illumina,Bengaluru,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processAdministration ManagerManager Internal AuditSAPRisk assessmentDatabase administrationApplication securityRisk management
2161,Data Architect & Solution Architect,Global Pharma Tek,Bengaluru,7-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Solution designC++Data ArchitectHealthcareApplication developmentJ2EeAdobeData warehousing
2162,Senior Executive.Clinical Program,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,revenue generationproject managementoperations managementteam managementprogram managementms accesstrainingbusiness development
2163,"SAP BODS, S4/HANA implementation, LTMOM",Global Pharma Tek,Bengaluru,10-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsERPData migrationSAPTechno functionalData modelingGap analysisInterpersonal
2164,STA & IC Design,Global Pharma Tek,Hyderabad,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,STATiming closurestatic timing analysisSOCIC designPhysical designTiming analysisPhysical
2165,DFT,Global Pharma Tek,Hyderabad,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,jtagsoc verificationc++physical designscanningsocatpgdft architecture
2166,Static Timing Analysis,Global Pharma Tek,Hyderabad,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Timing closureformal verificationstatic timing analysisPhysical designAnalysisStaticDesignPhysical
2167,Analog layout,Global Pharma Tek,Hyderabad,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UnixUsageLayout designAnalogFloor planningIOSCadence VirtuosoAnalog layout
2168,PD,Global Pharma Tek,Hyderabad,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Timing closureManager TechnologySignal integrityPhysical designTechnologyPDSDesignSignalling
2169,Area Sales Executive,Piramal Pharma Limited,"Varanasi, Bengaluru",3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Supply chainTSODistribution managementClaimsTeam developmentDistributor handlingFMCGStakeholder management
2170,Area Sales Officer,Piramal Pharma Limited,"Varanasi, Bengaluru",2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Supply chainProduct launchSalesPharmaChannel managementFMCGDmsManagement
2171,Staff Nurses,"Premier Hospital Pvt Ltd,",Hyderabad,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GNM Staff NurseStaff NurseGNMICUHRICU StaffHrsdNursing
2172,Sr. Developer,Global Pharma Tek,Hyderabad,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,software developmentconfigurationsystem configurationproblem solvingsoftware projectscalabilitycodingintegration testing
2173,Sr. Dotnet Developer,Global Pharma Tek,Hyderabad,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,c#algorithmscssasp.net mvcsoftware developmentweb servicesentity frameworkado.net
2174,Sales Coordinator,Honeychem Pharma Research,Bengaluru,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sales presentationsteam managementcustomer servicebusiness developmentsales supportcorporate salessalesresearch
2175,Senior Associate - Revenue Cycle Management,Aster Pharmacy,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,team managementsoftwareadministrationhealthcarebillingbusiness administrationcodingsystem
2176,Executive - Revenue Cycle Management,Aster Pharmacy,Bengaluru,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,accounts receivableforecastingus healthcarebusiness developmentaccountingbudgetingsalesclaims processing
2177,Associate - Revenue Cycle Management,Aster Pharmacy,Bengaluru,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,financial analysisaccounts payablepharmaceuticalauditingaccountingfinancial servicessalesexcel
2178,Executive -Front Office,Oncology International,Hyderabad,3-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MIS reportingManpower managementSurgicalInchargePharmaPharmacyIndentingMonitoring
2179,Sr. eCompliance Specialist,Sandoz,Hyderabad,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,operational supportProcess optimizationQuality standardsInterpersonal skillsManager Quality AssuranceComplianceNetworkingManufacturing quality
2180,Clinical Label Manager,Sandoz,Hyderabad,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BPOBusiness processSupply chain managementOperational excellenceProduction planningProject managementProcess improvementAnalytical
2181,Analyst - Quality Operations,Sandoz,Hyderabad,4-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationQuality standardsManager Quality AssuranceManagement systemsPharmaQuality auditManager Quality ControlGMP
2182,RADIOLOGIST,Deccan Medical Centre,Hyderabad,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Radio diagnosisMINRadioDiagnosisRadiology
2183,Senior Associate. Laboratory,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Associate. Laboratory. Aster Laboratory
2184,Urologist,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UrologistUrology
2185,Rheumatologist,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Rheumatologist
2186,Obstetrics and Gynaecologists,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Obstetrics and GynaecologistsObstetrics And GynaecologyGynecologyObstetrics
2187,Neurologist,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeurologistNeurology
2188,Medical Gastroenterologists,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical GastroenterologistsMedical
2189,Endocrinologist,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,EndocrinologistEndocrinology
2190,Orthopaedic surgeon,Trust In Hospital,Bengaluru,1-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Orthopaedic SurgeonOrthopaedic SurgeryOrthopedic
2191,STAFF NURSE,Mallya Hospital,Bengaluru,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingSurgicalPDFStaff NurseGNMPatient careRegistered NurseMidwifery
2192,OPERATION TECHNICIAN,Mallya Hospital,Bengaluru,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSupervisorInterpersonal skillsPDFMechanicalTrainee SupervisorManagementTroubleshooting
2193,EEG & NCS Technician,Mallya Hospital,Bengaluru,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PDFAnalyticalEEGData collectionHealthcareEquipment maintenanceEquipment calibrationTroubleshooting
2194,First line field manager (Area Sales Manager ),Tablets India Ltd.,"Varanasi, Bengaluru",4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales RepresentativeArea salesOperationsSupervisionManagementArea sales managementFieldSales
2195,Medical Sales Representative,Konikkara Industries,Bengaluru(Bommasandra Industrial Area),1-3 Yrs,Not disclosed,25 Days Ago,2024-11-24,medical device knowledgeTarget AchievementNegotiationMedical SalesProblem SolvingAdaptabilityConvincing PowerCommunication Skills
2196,Annexmed /Hiring/Experienced Pathology coders!!,AnnexMed,"Hyderabad, Chennai",1-4 Yrs,1.25-5 Lacs PA,30+ Days Ago,2024-11-24,PathologyMedical Codingpathology codermedical coderscpcpathology codingMedicalCoding
2197,Associate,Eversana India,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,tableauClaimsPharmaAnalyticalbusiness rulesLife sciencesAnalyticsCRM
2198,Business Development Executive,Milann Fertility Birthing Hospital,Bengaluru,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PSUSalesTPASenior ExecutiveRelationshipCorporateHealthcareBusiness Development Executive
2199,Senior Executive - Revenue Cycle Management,Aster Medcity,Bengaluru,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ExecutiveRevenue cycle managementSeniorManagementRevenue
2200,"Net, IIS,Azure Cloud, IIS Rest API",Global Pharma Tek,Bengaluru,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,hiveserversqliissql azurejavagcpspark
2201,Fellowship in Tumor Pathology,Cytecare,Bengaluru,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyDNBDoctorreferral marketingMarketing
2202,Senior Executive.Clinical Program,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,revenue generationmarketingproject managementoperations managementstakeholder managementprogram managementadvocacyms access
2203,Charge Nurse.Nursing Services,Aster Pharmacy,Hyderabad,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,health care servicesgnmnursingmedicinehospital administrationpatient carehealthcareoperation theatre
2204,Executive.Finance & Accounts,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,accounts payablebalance sheetforecastingauditingaccountingfinancial statement analysisbudgetingcompliance
2205,Senior Staff Nurse. Nursing Services,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingSenior Staff NurseSenior
2206,Executive.Patient Relations,Aster Pharmacy,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveRelationshipSenior
2207,Calibration Engineer,TestCal,Bengaluru,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingUsageCMechanicalInstrumentationHTMLManagementISO IEC
2208,Project Manager,Clinchoice,Bengaluru,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CROStaffingProject managementPharmaSchedulingLife sciencesRisk managementOperations
2209,Sr Manager Identity & Access Management,Illumina,Bengaluru,12-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,IT servicesCloud computingAutomationPerformance managementAccess managementStaffingHIPAAActive directory
2210,Clinical Customer Care Associate,Alivecor Inc,Hybrid - Bengaluru,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,customer careexcellent communication skillsL2 support issuesAttention to detailClinicalDetailingIssueL2
2211,Ruby on Rails,Khushi Baby,"Jaipur, Bengaluru",4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BiometricsBackenddata securityPostgresqlSchedulingMedical insuranceTechnical supportRuby on rails
2212,Technical Analyst,Toppan Merrill,"Hyderabad, Chennai, Gurugram",2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Technical AnalystTechnicalTechnical analysis
2213,Staff Nurses - NICU/ICCU/AMC,Princess Durru Shehvar Children Hospital,Hyderabad,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,administrationgnmcritical caremicrobiologynursinginfection controlmedication administrationnabh
2214,Emergency Physician,Princess Durru Shehvar Children Hospital,Hyderabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingopdaclsemergency medicineus healthcarecritical carehospital administrationicd
2215,Deputy Medical Superintendent,Princess Durru Shehvar Children Hospital,Hyderabad,4-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,administrative operationspatient safetyhealth care servicesemergency medicinenabhmedical serviceshospital administrationpatient care
2216,Consultant Doctor,Princess Durru Shehvar Children Hospital,Hyderabad,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdbacemergency medicinegnmnursingteachingmedicinehospital administration
2217,CMO / DMO,Princess Durru Shehvar Children Hospital,Hyderabad,2-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,digital marketingcmodata validationemergency medicinegeneral managementmedicinebusiness developmentpatient care
2218,Asst Pharmacist / Pharmacist,Princess Durru Shehvar Children Hospital,Hyderabad,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sidepharmaceuticalerpnavpharmaceuticsmicrosoft dynamics navisionpurchasemedicine
2219,Anesthesiologist,Princess Durru Shehvar Children Hospital,Hyderabad,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,anaesthesiologistanesthesiologyintensive careemergency medicinecritical carecardiac anesthesiapain managementnursing
2220,Patient Relationship Executive,Oncology International,Hyderabad,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Front officeRelationship ExecutiveBillingDoctorUltrasoundNurseOfficeNursing
2221,Nurse Educator,Oncology International,Hyderabad,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Service deliveryTrainingSIDEQuality improvementgnm nurseNursing StaffResource PersonPatient care
2222,Manager - Billing,Oncology International,Hyderabad,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ExcelMISBillingInvestigationHealthcareCustomer serviceDoctorManagement
2223,Executive - Business Process Control,Oncology International,Hyderabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processHead Internal AuditGRNHead Business DevelopmentManager Internal AuditProcess controlVendor paymentsScheduling
2224,Company Secretary - Legal & Secretarial,Oncology International,Bengaluru,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Company SecretaryFEMACorporate governanceComplianceRegistrarLegalManagementCorporate law
2225,Nurse,Karthik Netralaya,Bengaluru,4-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NurseNursing
2226,Senior Specialist Laboratory,Aster Pharmacy,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Specialist. Laboratory. Aster Laboratory
2227,Nursing Superintendent,Sanjeevini Hospital,Bengaluru,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Nursing SuperintendentNursing
2228,Billing Staff,Sanjeevini Hospital,Bengaluru,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Billing StaffBilling
2229,Marketing Executive (Medical Representative),Tablets India Ltd.,Hyderabad,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch
2230,Marketing Executive (Medical Representative),Tablets India Ltd.,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch
2231,Senior/ Advisor - Process Engineering & Modelling,Eli Lilly And Company,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SimulationFluid dynamicsAnalyticalPharmaMachine learningHealthcareProject planningMATLAB
2232,Manager Immunology Regulatory Medical Writing,Cilag,"Hyderabad, Bengaluru",8-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Project developmentanalytics reportingJunior StaffTime managementPharmaTalent developmentOncologyScheduling
2233,RWE Scientific data analyst II,Sandoz,Hyderabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Statistical programmingData analysisClaimsSASMachine learningData AnalystAnalyst IIData mining
2234,Automation Engineer (Pharma industry exposure is must),US MNC Pharmaceutical company,Bengaluru(Nelamangala),3-8 Yrs,7-9.5 Lacs PA,8 Days Ago,2024-11-24,automationAutomation EngineeringPharmaceuticalEngineering
2235,Patient Service Executive,GeneTech,Hyderabad(Banjara hills),3-8 Yrs,3-4 Lacs PA,26 Days Ago,2024-11-24,Patient CounsellingMedicalPatient RelationsCustomer Care ServicePatient CareCommunication SkillsCustomer RelationshipHealth Care Services
2236,Technical Project Manager,Global Pharma Tek,Bengaluru,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GCPCloudProject managementManagementProjectTechnical
2237,Staff Nurse - Nursing Services,Aster Medcity,Hyderabad,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalinghealth care servicesemergency medicineadministrationgnmcritical carenursingmedication administration
2238,Executive - Sales,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,cold callingchannel salescustomer servicesales growthproduct salesnetworkingbusiness developmentretail sales
2239,Pharmacy Manager,Medicover Hospitals,Hyderabad,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pharmacy ManagerPharmacyManagement
2240,Pharmacy Manager,Hope International Hospital,Hyderabad,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeurologyDiagnosticsGeneral surgeryPharmacyGastroenterologyOncologyInventory controlCustomer service
2241,Sr. Security Engineer,Elanco,Bengaluru,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Patch managementVMwareAutomationLinuxInformation securityNetwork securityAntivirusWindows
2242,Dentist,HCL Healthcare,Bengaluru,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsHealthcareSchedulingDentistryManagement
2243,Lead Staff Engineer - IT,R1 RCM,"Hyderabad, Chennai, Gurugram",3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,VMwareAutomationNetworkingActive directoryDNSJSONWindowsmicrosoft
2244,Senior UX Designer,Vericle,Bengaluru,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAdministrationData analysisCodingPractice ManagementJavascriptWorkflowHTML
2245,Assistant Professor Psychiatry,St Johns National Academy of Health Sciences (SJNAHS),Bengaluru,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingPublishingCInternPatient careHealthcareDNBAssistant Professor
2246,IT Security Lead - Firewall | Pharma Industry,Biological E,Hyderabad(Azamabad),9-14 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cyber SecurityNetwork FirewallsSD-WANInfrastructure SecurityNetwork SecurityIT SecurityCisco networkingSecurity
2247,AI Data Engineer,Amolitalents,Hybrid - Bengaluru,4-9 Yrs,Not disclosed,17 Days Ago,2024-11-24,pythonpysparknumpyawssqlArtificial IntelligenceDataData Engineering
2248,Business Development Manager,Travancore Ayurveda,Hyderabad,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business Development ManagerManagementBusiness developmentDevelopmentBusiness development management
2249,Senior Executive - Revenue Cycle Management,Aster Pharmacy,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveRevenue cycle managementManagementSeniorRevenue
2250,Associate - Revenue Cycle Management,Aster Pharmacy,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Revenue cycle managementRevenueManagement
2251,Accountant,Travancore Ayurveda,Hyderabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Accountant-MaleAccounting
2252,Senior Executive.Revenue Cycle Management,Aster Medcity,Bengaluru,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveRevenue cycle managementManagementSeniorRevenue
2253,Executive.Operations.Aster Digital Health Corporate,Aster Medcity,Bengaluru,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CorporateOperation ExecutiveDigitalOperationsHealth
2254,Associate.Revenue Cycle Management,Aster Medcity,Bengaluru,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Revenue cycle managementRevenueManagement
2255,Associate.Revenue Cycle Management,Aster Medcity,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Revenue cycle managementManagementRevenue
2256,Staff Nurse.Nursing Services,Aster Medcity,Hyderabad,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingStaff Nurse
2257,Senior Executive.Clinical Program,Aster Medcity,Bengaluru,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Executive
2258,C++ Developer,Happy Reliable Surgeries,Bengaluru,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Electrical engineeringC++Technical designTechnical LeadUnit testingResearchTroubleshootingSoftware testing
