,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2572,Area Manager- Sales,Absolute,"Jalandhar, Ludhiana, Patiala, Amritsar",3-13 Yrs,Not disclosed,16 Days Ago,2024-11-24,Direct salesBusiness processInterpersonal skillsTeam leadingTeam managementSalesFormulationFocus
2573,Sr. Executive,Meril,Pardi,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementProject evaluationAutomationPATCostingSenior ExecutiveProcess improvementOperations
2574,Senior Officer,Glenmark Pharmaceuticals,Baddi,2-5 Yrs,Not disclosed,18 Days Ago,2024-11-24,ComplianceIPQAShop floorMonitoringSeniorFlooring
2575,Research Scientist ADL,Intas,Ahmedabad(Matoda),2-7 Yrs,Not disclosed,17 Days Ago,2024-11-24,Analytical DevelopmentAnalytical Method ValidationCalibrationMethod DevelopmentMethodsAnalyticsMethod validationDevelopment
2576,R&D Chemist - API,Alembic Pharmaceuticals,Vadodara,3-8 Yrs,Not disclosed,16 Days Ago,2024-11-24,Api SynthesisOrganic ChemistryOrganic SynthesisRSynthesisChemistryAPI
2577,Graphic Designer,Apollo Clinic,"Hybrid - Tambaram, Chennai(East Tambaram +1)",2-7 Yrs,2-3.75 Lacs PA,18 Days Ago,2024-11-24,Digital MarketingDesignCreativeSocial Media MarketingGraphic DesigningPhotoshopMarketingDigital
2578,Prodution Supervisor,Healthium Medtech,"Sulur, Coimbatore(Sulur )",6-10 Yrs,3-4 Lacs PA,17 Days Ago,2024-11-24,Machinery Break DownManpower HandlingPlanningBreakersHandlingMachineryManpower
2579,Senior manager,Meril,Pardi,6-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementSupply chainTrainingMedical devicesQuality standardsISO 13485Manager Quality ControlContinuous improvement
2580,Business Officer Athena Sahebganj,Zuventus Healthcare,Sahibganj,1-4 Yrs,Not disclosed,17 Days Ago,2024-11-24,Payment collectionSalesAthenaCollectionsPayments
2581,Business Officer,Zuventus Healthcare,Lucknow,1-4 Yrs,Not disclosed,17 Days Ago,2024-11-24,Payment collectionSalesPaymentsCollections
2582,Business Officer,Zuventus Healthcare,Tiruchirapalli,1-4 Yrs,Not disclosed,18 Days Ago,2024-11-24,Payment collectionSalesHealthcareCollectionsPayments
2583,Territory Manager- Sales,Absolute,Jalgaon,2-5 Yrs,Not disclosed,18 Days Ago,2024-11-24,Market developmentCustomer managementTeam managementPeople management skillsCustomer handlingCustomer serviceSales managementCRM
2584,Sales Professionals,Meril,Visakhapatnam,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationLead generationPayment collectionInterpersonal skillsSalesTime managementManagementCollections
2585,Officer - Environment,Intas,Valia,3-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,EHSEnvironmentETPMEERO
2586,Officer - Safety,Intas,Valia,3-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,EHSSafetySafety AuditsRisk Assessmentmock drillWork permitfireAssessment
2587,Associate Scientist - Formulation Development (Injectables),Intas,Ahmedabad(Matoda),5-10 Yrs,5-10 Lacs PA,16 Days Ago,2024-11-24,Formulation DevelopmentLyophilizationLiquidResearch And DevelopmentInjectablesDevelopmentResearchFormulation
2588,Manager,Sun Pharma,Vadodara,7-22 Yrs,Not disclosed,17 Days Ago,2024-11-24,Regulatory AssociatequeryManagement
2589,Manager -2,Sun Pharma,Vadodara,7-19 Yrs,Not disclosed,17 Days Ago,2024-11-24,Regulatory AssociatequeryManagement
2590,Territory Business Executive,Novartis,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",4-13 Yrs,Not disclosed,18 Days Ago,2024-11-24,Data analysisSalesPerformance managementNetworkingPharmaHealthcareCross functional coordinationCustomer engagement
2591,Area Manager- Sales,Absolute,Chandigarh,3-13 Yrs,Not disclosed,18 Days Ago,2024-11-24,Direct salesBusiness processInterpersonal skillsTeam leadingTeam managementSalesBusiness planningFloriculture
2592,Sr. Software Engineer- Cloud/Web Software,Sgtc India,Gurugram,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,XMLOOADEclipseMySQLJavascriptHTMLJSONVisual Studio
2593,Territory Business Executive,Novartis,"Guwahati, Silchar, Dibrugarh, Tezpur, Nagaon",1-3 Yrs,Not disclosed,18 Days Ago,2024-11-24,Data analysisSalesPerformance managementNetworkingPharmaHealthcareCross functional coordinationCustomer engagement
2594,Product Expansion Analyst,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,EconomicsData analysisPurchaseExcelSenior AnalystAnalyticalRelationshipResearch
2595,Production - Officer / Senior Officer,Intas,Ahmedabad(Matoda),2-7 Yrs,Not disclosed,19 Days Ago,2024-11-24,Solid OralsGranulationSolid Oral ProductionCompressionBmr ReviewTabletsCoatingCapsule Filling
2596,Senior Executive,Sun Pharma,Kalol,7-8 Yrs,Not disclosed,19 Days Ago,2024-11-24,Action planSenior ExecutiveSenior Vice PresidentFinanceProduct life cycle managementRegulatory affairsBusiness continuityCost
2597,CNO / Nursing Superintendent,Paras Healthcare Limited,Kanpur,15-24 Yrs,Not disclosed,18 Days Ago,2024-11-24,NursingPatient CareHospital AdministrationClinical OperationsHospital ManagementMedical ServicesNABHOperations
2598,Pharmacist,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ERPLegal compliancePharmacyPackagingHealthcareWorkflowTraining and DevelopmentOperations
2599,Finance Manager,Intas,Ahmedabad,10-20 Yrs,9-18 Lacs PA,18 Days Ago,2024-11-24,Cost AnalysisCo ModuleMISCost Control ManagementCost AuditSAP COAnalysisSAP
2600,Nutritionist,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CounsellorOutboundUsageNutritionRelationshipInvestigationHealthcareResearch
2601,Production Chemist,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,chemical productionChemistrySalesChemicalHealthcareMarket researchCosmeticsDoctor
2602,Social Media Executive,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PPCmetadataWeb analyticsSocial Media ExecutiveMedia strategySocial mediaLink buildingcontent marketing
2603,Asst.Manager,Meril,Pardi,4-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementComplianceTestingSoftware testing
2604,Senior Executive Finance & Accounts,International Panaacea Limited,Gurugram,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TDSLedger scrutinyGeneral accountingFixed assetsAccounts finalisationAccounts reconciliationSenior Finance ExecutiveLWF
2605,Consultant Doctor,Praba's Vcare Health Clinic Pvt Ltd,"Karur, Tiruppur, Coimbatore(Saravanampatti +2)",0-5 Yrs,Not disclosed,15 Days Ago,2024-11-24,DoctorAyurvedaSkin CareCosmetologyBDSSalesFacialAesthetics
2606,Panchakarma Expert - Ayurveda,Jiva Ayurveda,Faridabad,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AyurvedaPanchakarma
2607,Medical Representative,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingUsagePharmaPharma marketingHealthcarePharmacologyMedical RepresentativeMarketing strategy
2608,Sales Manager -Dental MNC Company - Jaipur,MNC Group,Jaipur,5-10 Yrs,10-15 Lacs PA,18 Days Ago,2024-11-24,Salesdentaldental equipmentsdental implantsImplantsImplantManagementSales management
2609,Graphic Designer - Print & Web,Pure Natural Products,Faridabad,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PrintingWeb technologiesCreative directionIllustratorCorel DrawPackagingManager TechnologyPhotoshop
2610,Catalog Management Executive,Pure Natural Products,Faridabad,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,catalog managementManagement ExecutiveSalesLiteratureInvestigationE-commerceCustomer complaintsManagement
2611,Clinical Engineer,MAR Sleeva Medicity Palai,Kalla,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,repairelectronicsscalingdentistrymedical equipmentbiomedical engineeringpreventive maintenanceequipment
2612,Web Developer,Pure Natural Products,Faridabad,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,System architecturejQueryCodingMySQLWeb developmentDebuggingJavascriptPHP
2613,Senior Executive,Sun Pharma,Vadodara,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Chemical analysisDissolution apparatusAnalyticalGLPRaw materialTroubleshootingHPLCChromatography
2614,Client Relationship Team Leaders,Pure Natural Products,Faridabad,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Client relationshipTeamClientRelationshipLeadershipClient Relation
2615,Officer,Glenmark Pharmaceuticals,Baddi,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,capapharmaceuticalsapusfdaquality controldata validationproductionbpr
2616,Officer,Glenmark Pharmaceuticals,Baddi,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Quality AssuranceExcelQuality ReviewQuality assuranceAssuranceQualityManagementReview
2617,Dietician,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerMedical
2618,Executive,Ajanta Pharma,Dahej,6-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Executive
2619,Senior Manager - 2,Sun Pharma,Bharuch,7-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HousekeepingLMSTraining CoordinatorProduction planningHAZOPManager TechnologySolid wasteAnalytical instruments
2620,Officer (Micro),Intas,Valia,3-6 Yrs,Not disclosed,17 Days Ago,2024-11-24,Microbiologymicroenvironment monitoringMedia PreparationAPIMicrobial Limit TestWater AnalysisEnvironment
2621,Technician,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerMedical
2622,Senior Officer QC,Glenmark Pharmaceuticals,Aurangabad,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageSAPAnalyticalGLPGMPOffice managementManager Quality ControlManagement
2623,Senior Software Engineer - CSV,Sgtc India,Gurugram,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processEquipment qualificationISO 13485Internal auditAnalyticalAgileRegulatory complianceDeveloper
2624,Staff Nurses,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingNICUMedicalpatient careNurse
2625,Manager - 2 - Regulatory Affairs,Sun Pharma,Kalol,10-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Action planFinanceProduct life cycle managementManagementRegulatory affairsCostMonitoringTesting
2626,Executive Level 1/ 2,Nanavati Max Super Speciality Hospital,Lucknow,2-5 Yrs,Not disclosed,23 Days Ago,2024-11-24,TrainingRCAManager Quality AssuranceProcess orientationMedical servicesManagementPeople orientationNABH
2627,Program Coordinator- Obs & Gynae,Nanavati Max Super Speciality Hospital,Lucknow,5-8 Yrs,Not disclosed,23 Days Ago,2024-11-24,MS Office suiteProgram CoordinatorInterpersonal skillsProject trackingProcess excellenceManagementHoDOAB
2628,Senior Executive,International Panaacea Limited,Gurugram,2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Promotional campaignsPurchase requisitionCampaign managementEvent managementVendor DevelopmentRegional salesMarketing collateralsMarketing communication
2629,Technician Level 2- Non Invasive Cardiology,Nanavati Max Super Speciality Hospital,Lucknow,3-4 Yrs,Not disclosed,23 Days Ago,2024-11-24,Material managementAdministrationCardiovascularDisaster managementManagementbiomedicalFacility managementMonitoring
2630,"Associate Manager, Compliance Analytics",Sgtc India,Gurugram,8-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data modelingAnalyticalData collectionHealthcareWorkflowBudgetingData miningForecasting
2631,IT Senior Service Delivery Lead,Sgtc India,Gurugram,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAutomationSAPManaged servicesHealthcareWellnessService Delivery LeadLicensing
2632,Senior Manager - 2,Sun Pharma,Vadodara,7-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Market complaintsQACost saving projectsAutomationChange managementQMSPackagingInvestigation
2633,"Walk-in Interview For B.sc(comp.), B.com & BBA Freshers ON 29TH Jan-20",Hetero,Hyderabad/Secunderabad,0 Yrs,Not disclosed,30+ Days Ago,2024-11-24,compms excelms wordms officemicrosoftofficeinterviewingword
2634,Walk-in Interview For M.sc-chemistry Freshers ON 29TH January,Hetero,Hyderabad/Secunderabad,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,QAR&DQCregulatory affairsAPIrar and dregulatory
2635,Executive-Purchase (Lab Chemicals) - OSD- Formulation,Evertogen Life Sciences,"Hyderabad/ Secunderabad, Telangana",0-1 Yrs,2-3 Lacs PA,29 Days Ago,2024-11-24,QC ColumnsLab ChemicalsPurchaseQC Materialsgeneral material procurementConsumbalesColumnsMaterials
2636,Diagnostics Billing Executive,Yashoda Super Specialty Hospital,Hyderabad,2-6 Yrs,Not disclosed,13 Days Ago,2024-11-24,CounsellorBilling ExecutiveDiagnosticsConsultant DoctorBillingSMSRadiologyInvestigation
2637,Officer - Liquid oral packaging,Glenmark Pharmaceuticals,Nashik,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ComplianceProduction planningPackagingProcess operationsPreventive maintenanceAuditingProcessPlanning
2638,Patient Relations Executive / PRE / Billing / Front Office,Care Hospitals Group,Hyderabad/Secunderabad(Nampally),1-2 Yrs,Not disclosed,12 Days Ago,2024-11-24,PREBillingPatient CoordinationMS OfficecounsellingPatient Relation executivepatient carecommunication skills
2639,Research Scientist - - M.Sc. Organic chemists with 4+ years of Exp,Curia,Hyderabad/Secunderabad(Shamirpet),6-9 Yrs,Not disclosed,12 Days Ago,2024-11-24,Medicinal ChemistrySynthetic Organic ChemistryDrug DiscoveryOrganic ChemistryDrugResearchDiscovererChemistry
2640,Cardiac Anesthetist,BBC Heart Care Pruthi Hospital,Jalandhar,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerCardiacMedical
2641,AZ JP 19 MES Engineer - Syncade,Trinity Consultants,Hyderabad/Secunderabad,6-8 Yrs,Not disclosed,13 Days Ago,2024-11-24,werumPATMESLIMSRockwell FTPSCSVManufacturing Execution SystemPASX
2642,Interventional Cardiologist,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerCardiologyMedicalInterventional Cardiology
2643,Nephrologist,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerNephrologyMedical
2644,Gastroenterlogist,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerMedical
2645,Neurologist,BBC Heart Care Pruthi Hospital,Jalandhar,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerMedicalNeurology
2646,Intensivists,BBC Heart Care Pruthi Hospital,Jalandhar,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CMORMOResident Medical OfficerDuty DoctorMedical OfficerMedical
2647,Radiologist - MDRD/ DNB/ DMRD,Vijaya Diagnostic Centre,"Tirupati, Hyderabad/ Secunderabad(Seethaphalmandi +9), Kurnool",0-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,Radio DiagnosisUSGUltrasoundCT ScanDopplerMRIColor DopplerImaging
2648,AZ JP 20 Automation Engineer - Siemens,Trinity Consultants,Hyderabad/Secunderabad(Madhapur),3-6 Yrs,Not disclosed,13 Days Ago,2024-11-24,FT BatchRS logixPlant PAXStudio 500ValidationABBRockwellCommissioning
2649,"Medical Coding Job(fresher Ug/pg) Pharm,lifescience,Be(biotech&biomedi",Achievers Spot,"Madurai, Hyderabad/Secunderabad, Chennai",0-4 Yrs,3.25-4.5 Lacs PA,21 Days Ago,2024-11-24,biotechnologymedical coding freshers jobsmedical coder freshers jobsmedical codingpharmmedical coding internmedical coding executiveb tech biotech
2650,"Fellowship in Cardiac Anaesthesia in Care Hospital, Nampally, Hyd.",Axon Anaesthesia,Hyderabad/Secunderabad(Lakdikapul +3),0-3 Yrs,Not disclosed,11 Days Ago,2024-11-24,anaesthesiologistanaesthetist specialistanesthetistanaesthetist consultantanesthesiananaesthestistcritical careanesthesia specialist
2651,AZ JP 18 OSI PI Engineer,Trinity Consultants,Hyderabad/Secunderabad,4-8 Yrs,Not disclosed,13 Days Ago,2024-11-24,PI VisionPI DatalinkOsi PiImplementation support migration and upgradation of projectsPI NotificationsRtReportsPI Data ArchiveAutomation Engineering
2652,Registrar Gynecologist,Sahrudaya Health Care,Hyderabad/Secunderabad(Madhapur +1),0-2 Yrs,Not disclosed,20 Days Ago,2024-11-24,Registrar GynecologistObgGynecologyDNBObstetricsDGO
2653,Medical Scribe Training with Work From Home Job Assistance,Scribeemed,"Hybrid - Pune(Bajirao Road +239), Chennai, Bengaluru",0-1 Yrs,4-5 Lacs PA,17 Days Ago,2024-11-24,BDSMbbsBHMSBAMSDentistryNephrologyOrthopedicsMD
2654,Customer Care - Front Desk Receptionist Corporate Office,Sahyadri Hospitals,Pune(Shivajinagar),2-7 Yrs,Not disclosed,24 Days Ago,2024-11-24,Front DeskReceptionist ActivitiesGuest HandlingTelephone HandlingEPABXCustomer careHandlingCorporate
2655,"Lab Technician Fresher/DMLT, BSC MLT (Male only)-MNC",E2E Consultants,"Bhopal, Pune, Ooty, Rishikesh",0-2 Yrs,2.75-3.5 Lacs PA,18 Days Ago,2024-11-24,Lab TestingDmltMLTBmltSoftware testingLab
2656,Business Development Executive ( Sales Division ),BioStar Lifetech,"Hyderabad, Pune, Bengaluru",1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesTime managementStrategic planningBusiness Development ExecutiveSales ExecutiveMolecular biologyTechnical supportProduct marketing
2657,Business Development Executive,Scientific International India,"Hyderabad, Pune, Bengaluru",2-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,tenderingproject managementtender preparationteam managementpresentation skillsbusiness developmentnetworkingproblem solving
2658,Executive - Business Development,Ross Lifescience,"Hyderabad, New Delhi, Pune, Chennai, Ahmedabad, Gurugram, Bengaluru",1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ChemistrySales planningFood technologyPharmaBusiness Development ExecutiveManagementMS OfficeStrategic marketing
2659,Quality Validation Engineer,Nicomac Clean Rooms Far East,Hyderabad/Secunderabad,5-7 Yrs,Not disclosed,10 Days Ago,2024-11-24,sheet metalquality controlpowder coatingQuality AuditQuality InspectionQuality AnalysisQuality Control ManagementQuality Management
2660,Business Development Executives,Cordlife,Hyderabad,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Lead generationMediclaimBanking salesNursingSalesBankingBusiness Development ExecutiveHR
2661,Area Sales Managers and Sales Executives,Pretium Pharmaceuticals,"Kolhapur, Nagpur, Nashik, Hyderabad, Pune, Chennai, Bengaluru",1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sales presentationsarea sales managementpharmaceuticalarea salesmarket datasalessales operationsmarketing
2662,Business Development Executive,BioResource Healthcare,Pune,1-5 Yrs,2.25-4.5 Lacs PA,25 Days Ago,2024-11-24,Candidates with Medical Equipment Sales/ Bio medical sales experience will be preferred.Equipment SalesMedical equipmentEquipmentMedical Equipment SalesSalesMedical SalesMedical
2663,Staff nurse,Epoch Elder Care,"Pune, Gurugram",3-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,HousekeepingTrainingRoot cause analysisNursingSalesInventory managementManagementStaff training
2664,HRBP,Vijaya Diagnostic Centre,"Visakhapatnam, Hyderabad, Pune",5-10 Yrs,3-6.5 Lacs PA,19 Days Ago,2024-11-24,ExcelPMSStatutoryPM
2665,Sr Sales Engineer,Unitron Instrumentation Technology,"New Delhi, Pune, Chennai, Bengaluru",4-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,project salesindustrial salesarea sales managementchannel salesdirect marketingequipmentbusiness developmentengineering
2666,Cataract Surgeon,Dr Agarwals Eye Hospital,"Kadapa, Pathankot, Hyderabad, Pune, Chennai, Eluru, Thiruvananthapuram, Nizamabad",1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSurgicalManager TechnologyOphthalmologyMonitoringSurgeonCataract SurgerySurgery
2667,Sales Manager,Flash Aligners,"Hyderabad, New Delhi, Pune, Ahmedabad, Bengaluru",3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,area sales managementbusiness managementchannel salescustomer servicebusiness developmentretail salessalessales and marketing
2668,Mechanical Engineer Innovation,Biorad Medisys,"Pune, Bengaluru",3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,3DMechatronicsJavascriptMaterial selectionHealthcareProduct design3d printingMechanical engineering
2669,Consultant Dermatologist,Oliva Skin & Hair Clinics,"Kolkata, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RetailUSFDATicketingPDFDermatologySocial mediaManager TechnologyHealthcare
2670,Application Systems Engineer,Cytiva,"Pune, Bengaluru",4-8 Yrs,Not disclosed,19 Days Ago,2024-11-24,PrintingAdministrationAutomationManufacturing processQuality systemsConfiguration managementPhysical securityMonitoring
2671,Senior Application Engineer,Velsera,Pune,3-7 Yrs,Not disclosed,25 Days Ago,2024-11-24,hl7project managementsoftware developmentbiologyapingsdata integrationclinical data
2672,Sap Security Consultant,Quantum Integrators,"Belgium, Nagpur, Pune",8-13 Yrs,Not disclosed,17 Days Ago,2024-11-24,SAP SecurityS4HGRCSAPSapsSecurityConsulting
2673,Customer Care Executive,Nidus Exim,Pune,2-3 Yrs,Not disclosed,27 Days Ago,2024-11-24,Customer Carecustomer serviceemail supportproblem solvingEmail
2674,Moderator / Call Center Executive,Leading Client,"Pune, Magarpatta",0-3 Yrs,Not disclosed,26 Days Ago,2024-11-24,data managementEmergency protocol managementCall Center ExecutiveTask delegationProtocolsCallingDelegationModeration
2675,Administrator I - System & Applications Administration,Cencora,Hybrid - Pune,1-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,Power BI Capacity ManagementPower BI Platform AdministrationPower BI Security ImplementationBiManagementApplicationSecurity implementationSystem
2676,Opening For Customer Care position with Ruby Hall Clinic Pune,Ruby Hall Clinic (RHC),Pune,1-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,CustomerofficeCarefronthospitalrelationdiagnosticsreceptionist
2677,Business Development Associate,Shantani Proteome Analytics,Pune,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,molecular biologybiotechnologybrandingpresentation skillsphotoshopbusiness developmentmedialinkedin
2678,Project Manager,Nidus Exim,Pune,5-10 Yrs,Not disclosed,27 Days Ago,2024-11-24,Project ManagementPMPDocumentationProject ManagerProjectManagement
2679,Accession Incharge,Krsnaa Diagnostics,Pune,8-13 Yrs,Not disclosed,27 Days Ago,2024-11-24,AccessioningDmltDiagnosticsSOPLab OperationsLab ManagementLabClinical Pathology
2680,Lab Manager,Krsnaa Diagnostics,Pune,8-13 Yrs,Not disclosed,26 Days Ago,2024-11-24,Lab OperationsDiagnosticsNABLLab ManagementLabManagementOperations
2681,Service Engineer,Color Cloud Healthcare,Pune,2-3 Yrs,Not disclosed,26 Days Ago,2024-11-24,Customer satisfactionCustomer handlingManager TechnologyServicingPreventive maintenanceTechnology managementManagementMaintenance
2682,Staff Nurse,Astitva Medical Care,Pune(Khopoli),1-4 Yrs,2-3.5 Lacs PA,26 Days Ago,2024-11-24,AnmNursingGNMGnm NursingPatient CareOperation TheatrePatient MonitoringNICU
2683,Senior Manager - Process Engineering,Leading Pharma/Chemical Client of Hector & Streak,"Pune, Ankleshwar",17-20 Yrs,Not disclosed,26 Days Ago,2024-11-24,Process EngineeringTech TransferManagementProcessTechnical analysisSeniorEngineeringSenior management
2684,Veterinary Ophthalmology Resident,The Eye Vet,Pune,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,orthopedicsteachingmedicineentnursinggastroenterologypatient caregeneral medicine
2685,Microsoft C#_Application Developer II,Amerisource Bergen,Pune,2-4 Yrs,Not disclosed,26 Days Ago,2024-11-24,Manager Quality AssuranceLinuxSOAProduction supportDb2JavascriptHTMLApplication development
2686,Female Gynaecologist (MD/MS/DGO Gynaecology),Pulse Hospital,"Beed(Majalgaon), Pune, Aurangabad",1-3 Yrs,27.5-35 Lacs PA,25 Days Ago,2024-11-24,Normal DeliveryLSCSGynaec opdgynaec ipdOPDIP DrgMDTDNB
2687,Sales Executive ( Medical devices sector ),Rentomed,Pune,3-6 Yrs,3-4.75 Lacs PA,27 Days Ago,2024-11-24,Sales ExecutiveMedical DevicesHospital Saleshospital disinfectantHealthcare SalesMedical Equipment SalesMedical SalesSurgical Sales
2688,Assistant Manager - Inside Sales with USA based Forward-Thinking CDMO,www.bestfitrecruitment.co.in,Pune,3-6 Yrs,Not disclosed,26 Days Ago,2024-11-24,Crm SystemsLead GenerationInside SalesEmail MarketingEmail CampaignUsaManagementEmail
2689,Senior Engineer - Automation,Geeta Technologies,Pune,4-8 Yrs,Not disclosed,26 Days Ago,2024-11-24,PLC Program DevelopmentHMI Program DevelopmentSCADA Developmentsoftware designdocumentationRemote Site SupportP&ID drawingRemote
2690,Expert Sales Executive - Pune,Haleon,Pune,2-7 Yrs,Not disclosed,25 Days Ago,2024-11-24,Medical representativePharma SellingOtc SalesMedical RepRCPAMedical SalesMRPharma Marketing
2691,Salesforce Developer,Amerisource Bergen,Pune,3-6 Yrs,Not disclosed,26 Days Ago,2024-11-24,JMSLinuxData modelingJavascriptJDBCHTMLWindowsInformatica
2692,First line field manager (Area Sales Manager ),Tablets India Ltd.,Pune,4-8 Yrs,Not disclosed,25 Days Ago,2024-11-24,Sales RepresentativeArea salesOperationsSupervisionFieldSalesLineManagement
2693,Qc Chemist,Charms Chem Pvt Ltd,"Daund, Pune",3-5 Yrs,Not disclosed,30 Days Ago,2024-11-24,HPLCTrouble shootingKF Apparatussafety protoclsMuffle furnaceGMP DcumentationpH meterSolvent analysis
2694,Front Office Executive,Nova IVF Fertility,Pune(Lullanagar),1-3 Yrs,Not disclosed,27 Days Ago,2024-11-24,Front DeskCustomer CareFront officeDeskOfficeFront
2695,Maintenance Technician,Saipro Industries Pvt. Ltd.,Pune(Pirangut),1-3 Yrs,2-2.5 Lacs PA,30+ Days Ago,2024-11-24,Breakdown MaintenanceUtility MaintenanceHvac MaintenancePreventive MaintenanceMachine MaintenanceElectrical MaintenanceHVAC EquipmentsHVAC System
2696,"Looking For Biomedical Engineer, Pune",Maharashtra Medical Foundation,Pune,1-3 Yrs,Not disclosed,13 Days Ago,2024-11-24,Biomedical EngineeringBiomedicalMedical EquipmentMedicalEquipmentEngineering
2697,Optometrist,Raut Eye Care,Pune,3-8 Yrs,Not disclosed,30 Days Ago,2024-11-24,glaucomaparamedic activitiesdiagnosisretail salesbusiness developmentpatient careopticscataract surgery
2698,Assistant Manager- Quality,Sahyadri Hospitals,Pune,7-12 Yrs,Not disclosed,27 Days Ago,2024-11-24,Quality ControlQualityManagementAssistanceQuality managementControl
2699,Distribution Executive,Martin & Harris,Pune,2-5 Yrs,Not disclosed,27 Days Ago,2024-11-24,SAPDistributionOutboundInwardDispatch
