,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2173,Receptionist & Coordinator,Skinfinitii Aesthetic Skin and Laser Clinic,Mumbai,2-3 Yrs,Not disclosed,10 Days Ago,2024-11-24,Communication SkillsPresentablePrioritizationSchedulingEnglish LanguageSmartInterpersonal SkillsLanguages
2174,Deputy Chief Manager Finance,Piramal Pharma Limited,Mumbai(kurla west),6-8 Yrs,Not disclosed,10 Days Ago,2024-11-24,Financial StatementsConsolidationSap HanaInd AsCAROSchedule IIISAPIND
2175,Dental Sales Manager,Dishha Hr Services,"Ahmedabad, Mumbai (All Areas)",1-6 Yrs,7-12 Lacs PA,10 Days Ago,2024-11-24,Dental SalesMedical EquipmentSalesManagementMedicalEquipment
2176,Hiring Front Desk - Mumbai,The Bombay Skin Clinic,Mumbai(Andheri West),2-7 Yrs,2.5-7 Lacs PA,11 Days Ago,2024-11-24,Receptionist ActivitiesReceptionGuest RelationsTelephone HandlingGuest Relationship ManagementOPDCustomer ServiceFront Desk
2177,Sr Scientific Officer,Neuberg Diagnostics,Mumbai,4-5 Yrs,5-6 Lacs PA,11 Days Ago,2024-11-24,HistopathologyDmltClinical PathologySciencePathologySRClinical
2178,Patient Care Coordinator,CLIENT OF SCH,"Mumbai, Navi Mumbai, Mumbai (All Areas)",2-5 Yrs,"60,000-70,000 PA",11 Days Ago,2024-11-24,Patient CareHospital AdministrationReceptionist ActivitiesHospitalCounsellingHealth Care ServicesHealthcareAdministration
2179,Manager- Clinical Research,USV,"India, Navi Mumbai",5-9 Yrs,Not disclosed,11 Days Ago,2024-11-24,method validationcrousfdaich-gcp guidelinesclinical data managementclinical monitoringbioanalyticalmonitoring
2180,AGM/ DGM- CA- MUmbai,India Pharma People,Mumbai,5-8 Yrs,Not disclosed,11 Days Ago,2024-11-24,Direct TaxDirectTaxationAgmCaDGM
2181,Hr Executive,Satya Sai Platinum Hospital,"Mumbai Suburban, Ulhasnagar",0-2 Yrs,1.25-2 Lacs PA,11 Days Ago,2024-11-24,Payroll ProcessingRecruitmentProcessingHrsdPayrollProcess
2182,Production Executive /Shift Officer FDA (API Pharma),SANVIN group,"Panvel, Navi Mumbai, Ambarnath",2-7 Yrs,Not disclosed,11 Days Ago,2024-11-24,Api ProductionBulk DrugsGMPAPI ManufacturingBatch ManufacturingShift PlanningProduction PlanningProduction Supervising
2183,Executive - Peptides,Reliance Life Sciences,"Mumbai, Navi Mumbai",2-6 Yrs,Not disclosed,11 Days Ago,2024-11-24,Environment managementUnit operationsMicrobiologyProduction operationsStandard operating proceduresPackagingOccupational healthBiochemistry
2184,Junior Survey Manager,Yougov,Mumbai,1-3 Yrs,Not disclosed,11 Days Ago,2024-11-24,Online researchAdministrationQuantitative researchMarket researchdata privacyResearchmicrosoftOperations
2185,Manager - Human Resources,Piramal Pharma Limited,Mumbai,3-8 Yrs,Not disclosed,11 Days Ago,2024-11-24,Performance managementComplianceTalent acquisitionEmployee engagementPerformance appraisalHRSalary administrationRecruitment
2186,Contract Senior Angular Developer,Kounsel,Mumbai,4-8 Yrs,Not disclosed,12 Days Ago,2024-11-24,csssoftware developmentmixpaneltesting frameworksangulargcpjavascriptapplication developmentSoftware testing
2187,Manager - Human Resources,Piramal Pharma Limited,Mumbai,3-8 Yrs,Not disclosed,12 Days Ago,2024-11-24,Performance managementComplianceTalent acquisitionFormulationEmployee engagementPerformance appraisalHRSalary administration
2188,Executive- RA,RPG Life Sciences,Navi Mumbai,6-10 Yrs,Not disclosed,11 Days Ago,2024-11-24,RARegulatory AffairsQMSapiDmflegatrixasmfUSFDA
2189,Biomedical Engineer,Surya Hospital,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",2-5 Yrs,Not disclosed,11 Days Ago,2024-11-24,Biomedical EngineeringBiomedicalEquipment knowledgebiomedical devicesVendor ManagementMedical DevicesComplaint HandlingNABH
2190,Business Development Manager-API,Morepen Laboratories,Mumbai,5-10 Yrs,Not disclosed,11 Days Ago,2024-11-24,API SalesBusiness AcquisitionBusiness StrategyBdBusiness GrowthNew Business DevelopmentNew Market DevelopmentBulk Drugs
2191,Accountant,Reputed Healthcare Setup,"Ambala, Vadodara, Mumbai (All Areas)",3-5 Yrs,Not disclosed,9 Days Ago,2024-11-24,TDSAccountantTally ERPAccountingGeneral AccountingEV billGstAccounts Receivable
2192,Floor Coordinator,Dr L H Hiranandani Hospital,Mumbai(Powai),1-6 Yrs,2.5-3.75 Lacs PA,11 Days Ago,2024-11-24,Communication SkillsFloor ManagementPressure HandlingClerical WorkCoordinationConvincing PowerClericalPressure
2193,GPM/ Marketing Manager - Pharma - Rheumatology Ortho- Mumbai.,A Reputed Pharma Company.,"Mumbai Suburban, Mumbai (All Areas)",15-20 Yrs,Not disclosed,12 Days Ago,2024-11-24,BiosimilarsRheumatologyOrthoPain ManagementOrthopedicsOrthopedicMarketing managementManagement
2194,Senior Manager BD (MENA Region),Unosource Pharma,"Mumbai Suburban, Mumbai (All Areas)(Andheri East)",5-10 Yrs,Not disclosed,12 Days Ago,2024-11-24,Middle EastNew Business DevelopmentInternational BusinessBusiness DevelopmentMENAyemenIranBusiness Negotiations
2195,Medical Representative- Mumbai,Icpa Health Products,"Mumbai, Navi Mumbai, Mumbai (All Areas)",0-3 Yrs,Not disclosed,12 Days Ago,2024-11-24,salesProduct PromotionSellingSales OperationsMedical RepresentativeMarketingOperationsMedical
2196,Manager - SAP FICO,Encube Ethicals,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",10-20 Yrs,Not disclosed,12 Days Ago,2024-11-24,Sap S4HanaSAP FICO ImplementationSAP FIFinance AccountingP2POPEXCapexAccounting
2197,Project Technical Support- (On contract),Bharat Serums and Vaccines,Navi Mumbai,2-4 Yrs,Not disclosed,12 Days Ago,2024-11-24,Animal HandlingTechnicalContractsHandlingProjectTechnical support
2198,Purchase Executive,SANVIN group,"Panvel, Navi Mumbai, Mumbai (All Areas)(Ghatkopar +2)",3-5 Yrs,3-3.25 Lacs PA,13 Days Ago,2024-11-24,PharmaceuticalAPI ManufacturingRaw MaterialChemical PurchaseRaw Material ProcurementBulk DrugsSolventMaterials
2199,Executive Techno Commercial,Indchem,"Mumbai, Delhi, Chennai",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesNutritionDatabaseProduct salesSales ExecutiveTechno-commercialForecastingSales executive activities
2200,Business Head / Regional Sales Manager,Umano Healthcare,"Bhopal, Mumbai, Indore",8-13 Yrs,Not disclosed,12 Days Ago,2024-11-24,SalesBusiness PlanningSales ForecastingRegional SalesBusiness DevelopmentMarketingForecastingDevelopment
2201,Executive Sales/Marketing (B2B Sales of Pharma raw materials),Ode Chem,Mumbai,2-4 Yrs,Not disclosed,12 Days Ago,2024-11-24,MarketingInternational SalesB2BSalesCommunication skillsRaw MaterialsAPIsActive Pharmaceutical ingredients
2202,Centre Manager ( Sales ),Pravaayu Healthcare,"Mumbai, Borivali",2-5 Yrs,Not disclosed,13 Days Ago,2024-11-24,Salesrevenue generationleads conversionB2C Salescustomer retentionRetentionManagementCenter management
2203,Public Relation Officer,Pravaayu Healthcare,Mumbai,2-5 Yrs,Not disclosed,13 Days Ago,2024-11-24,business developmentmarketingB2B Relationship ManagementReferral Program ManagementB2B SalesPublic Relation OfficerRelationshipSales
2204,Ayurveda Doctor,Pravaayu Healthcare,Mumbai,3-5 Yrs,Not disclosed,13 Days Ago,2024-11-24,Ayurvedapatient assessmentsAyurvedic medicineAyurvedic physicianAyurveda DoctorPatient EvaluationEvaluationPatient care
2205,Senior Quality Executive,Lifenity Wellness,Mumbai,2-4 Yrs,Not disclosed,13 Days Ago,2024-11-24,quality managementquality controlSOPSQEquality assuranceQuality ExecutiveSQManagement
2206,Assistant Manager Technical Service - West Zone,Elanco,Mumbai,5-12 Yrs,Not disclosed,13 Days Ago,2024-11-24,Assistant Manager TechnicalSalesTechnical servicesfarm managementNutritionPharmaAnalyticalProject management
2207,Deputy Manager - IT,Piramal Pharma Limited,Mumbai,1-2 Yrs,Not disclosed,13 Days Ago,2024-11-24,Interpersonal skillsPharmaAnalyticalMachine learningAgilebusiness case developmentStakeholder managementAnalytics
2208,Modern Trade Executive,Freudenberg Medical,Mumbai,3-7 Yrs,Not disclosed,13 Days Ago,2024-11-24,SalesInchargeDiversity and InclusionModern Trade ExecutivePersonnel managementInventory managementCustomer supportBudget management
2209,FHCS Quality Incharge,Freudenberg Medical,Mumbai,5-9 Yrs,Not disclosed,13 Days Ago,2024-11-24,QAInternal auditDiversity and InclusionMechanicalQuality assuranceQualityAuditing
2210,Area Sales Officer,Freudenberg Medical,Mumbai,3-7 Yrs,Not disclosed,13 Days Ago,2024-11-24,SalesAction planCSDDiversity and InclusionArea salesRelationshipMerchandisingPlanning
2212,Urgently looking For Compensation & Benefits Executive!,Pharma Companies,"Mumbai, Navi Mumbai, Mumbai (All Areas)",6-11 Yrs,5.5-9.5 Lacs PA,12 Days Ago,2024-11-24,Salary BenchmarkingCompensation BenchmarkingCompensation ManagementBenefits AdministrationEmployee BenefitsSalaryCompensationBenchmarking
2213,Sales Business Excellence- Andheri,Pharma & Life Sciences Company,"Mumbai Suburban, Goregaon, Mumbai (All Areas)",3-8 Yrs,14-18 Lacs PA,12 Days Ago,2024-11-24,Sales StrategyBusiness ExcellenceBusiness StrategyOperational ExcellenceB2CsalesOperationsExcellence
2214,Manager Internal Audit,Dr Agarwals Eye Hospital,"Chennai, Mumbai (All Areas)",2-7 Yrs,Not disclosed,12 Days Ago,2024-11-24,Internal AuditRisk AssessmentReportingAssessmentManagementAuditingRisk
2215,Sales Business Excellence Manager,Fortune India 500 Pharma & Life Sciences Company,"Mumbai, Goregaon, Mumbai (All Areas)",3-8 Yrs,Not disclosed,12 Days Ago,2024-11-24,SalesB2CSales StrategyInternational BusinessBusiness ExcellenceBusiness StrategyInternational travelProcess Excellence
2216,Finance Executive,Yashraj Biotechnology,Navi Mumbai,4-8 Yrs,Not disclosed,12 Days Ago,2024-11-24,Books Of AccountsBanking ProcessExpense AnalysisTax PaymentsReturn FilingAccounts ReceivableExport Import DocumentationAccounts Payable
2217,Admin Executive,Hvax Technologies,"Mumbai, Thane, Navi Mumbai",2-5 Yrs,Not disclosed,12 Days Ago,2024-11-24,Administration ManagementAdmin OperationsVendor ManagementAgreements and RenewalsHousekeepingStationaryLicensingHousekeeping Management
2218,Graphic Designer,Connect2Clinic,Mumbai(Lower Parel),5-10 Yrs,Not disclosed,12 Days Ago,2024-11-24,Graphic DesigningIllustratorBannersCorel DrawPhotoshopGraphicsDesignCorel
2219,IT Executive- V- ensure Pharma- Navi Mumbai,V Ensure,"Panvel, Navi Mumbai, Mumbai (All Areas)",4-5 Yrs,3-6 Lacs PA,12 Days Ago,2024-11-24,Cloud ServerHardware NetworkingSwitch ConfigurationVPNCNADesktop EngineeringSystem AdministrationNetworking
2220,Senior Executive - Procurement Operations,Piramal Pharma Limited,Mumbai(kurla west),3-5 Yrs,Not disclosed,12 Days Ago,2024-11-24,ProcurementBuyingVendor DevelopmentSourcingAPI ManufacturingExcelProcurement OperationsDevelopment
2221,Export Documentation Executive,J B Chemicals & Pharmaceuticals Laboratories (JBCPL),Mumbai,9-14 Yrs,7-15 Lacs PA,13 Days Ago,2024-11-24,Pre ShipmentSAPCISExport Documentationexport incentivesplanningPost shipmentRussia
2222,Manager - Accounts Receivable,Spring Hr Services Llp,Mumbai,7-12 Yrs,8-15 Lacs PA,13 Days Ago,2024-11-24,Accounts ReceivableAuditTDSFinancial ReportingSAPGSTExportReporting
2223,"Sr. Analyst, Commercial Analytics (Sales & Marketing)",CLIENT OF FIRM,Navi Mumbai,4-9 Yrs,15-25 Lacs PA,13 Days Ago,2024-11-24,Sales Analysiscommercial analysisMarketing AnalyticsAnalysisSalesAnalyticsMarketingSales
2224,Service engineer,Snibe Diagnostic (india),"Hybrid - Nagpur, Jaipur, Mumbai (All Areas)",3-8 Yrs,6-15 Lacs PA,11 Days Ago,2024-11-24,ImmunologyIvdtechnical supportMolecular BiologyHematologyBiochemistryServicingMolecular
2225,Center Incharge,Cancer Healer Centre,"Mumbai(Parel), Ahmedabad, Jaipur",2-4 Yrs,2.5-3 Lacs PA,12 Days Ago,2024-11-24,OPDReceptionist ActivitiesHospital ManagementPatient RelationsHospital AdministrationCashier ActivitiesHospitalIp Drg
2226,Service and Installation Engineer,Yolo Health,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Health insuranceProvident fundESICHealthcareHRCustomer serviceTroubleshootingRemote support
2227,CQA API Chembur,SANVIN group,Navi Mumbai,4-6 Yrs,Not disclosed,13 Days Ago,2024-11-24,Corporate Quality AssuranceCqaAssuranceCorporate AuditCorporateQuality assuranceAPIQuality
2228,Nurse - Nanavati Hospital - Max@Home - Mumbai,Aarush Consultant,Mumbai(Vile Parle West),1-6 Yrs,3.5-5 Lacs PA,9 Days Ago,2024-11-24,NursingHome CareGNMICUICCUHospital
2229,Sap Fico Functional Consultant,--,"Mumbai, Mumbai (All Areas)",10-20 Yrs,Not disclosed,14 Days Ago,2024-11-24,SAPFICOFICOSAP FICO ImplementationCaSAP FICOConsultingSAPFunctional
2230,"BAMS, MD (Ayu) Doctors Required as Marketing Manager",Shree Dhootapapeshwar,Mumbai(Charni Road),3-8 Yrs,8-10 Lacs PA,8 Days Ago,2024-11-24,Market SurveyTrainingBrand PromotionBusiness DevelopmentROIStrategic PlanningMarketingPlanning
2231,Sales Executive Required in Healthcare MNC in Mumbai,Cordlife,Hybrid - Mumbai(Airoli +2),0-5 Yrs,1-3.25 Lacs PA,12 Days Ago,2024-11-24,BiotechnologyField SalesLife SciencesHealthcare MarketingLead GenerationSalesB2C SalesMR
2232,Chief Financial Officer,Archerchem Healthcare limited,"Mumbai(Malad West), Mumbai Suburban, Mumbai (All Areas)",10-20 Yrs,14-24 Lacs PA,14 Days Ago,2024-11-24,Strategic Financial PlanningBudgetary ControlFund ManagementCfoFinancial ManagementFinance ControlInvestment PlanningFinancial Accounting
2233,Pharma Sales Executive,Rajguru Chemist,Mumbai,0-5 Yrs,1.68-2.88 Lacs PA,15 Days Ago,2024-11-24,PharmacyPharmaceutical SalesPharma sellingSalesPharmaceutical
2234,Regulatory Affairs Officer / Sr. Officer,Acharya Group,"Thane, Mumbai (All Areas)",2-4 Yrs,Not disclosed,14 Days Ago,2024-11-24,FDARegulatory AffairsEDQMDmfectdregulatory submissionsComplianceRegulatory
2235,Sr. Business Development Manager,Centrix Healthcare,Mumbai Suburban,10-15 Yrs,15-20 Lacs PA,11 Days Ago,2024-11-24,CollaborationClient Relationship ManagementResearchBusiness Development ManagementRevenue GenerationMarketingRelationship managementRevenue
2236,IT Associate,SANVIN group,"Panvel, Navi Mumbai, Mumbai (All Areas)(Ghatkopar +2)",2-3 Yrs,Not disclosed,13 Days Ago,2024-11-24,IT HelpdeskNetwork SupportIT SupportSystem SupportNetwork TroubleshootingLAN TroubleshootingPrinter SupportApplication Software Support
2237,Resident Doctor,Narayana Hrudayalaya Mmi Blood Bank,Mumbai,0-4 Yrs,Not disclosed,15 Days Ago,2024-11-24,SAPResident DoctorDiagnosticsConsultingCustomer experienceDoctorSupervision
2238,Company Secretary Assistant,Archerchem Healthcare,"Mumbai(Malad West), Mumbai Suburban, Mumbai (All Areas)",0-4 Yrs,3-6 Lacs PA,16 Days Ago,2024-11-24,Company SecretarialCompanies ActCompany Secretarial FunctionsSecretarial ActivitiesCompany LawBoard MeetingROC FilingAct
2239,Intern - Sales Business Development,Veeprho,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Administration managementBusiness administrationCustomer satisfactionBusiness Development ManagerPharmaProject managementAnalyticalSales process
2240,Sales Coordinator,Machinfabrik Industries,Navi Mumbai,1-6 Yrs,Not disclosed,13 Days Ago,2024-11-24,QuotationtenderERPGemsTender DocumentationSales CoordinationTender PreparationSales
2241,Call Center Executive,Apex Hospital,"Mumbai, New Delhi, Jaipur",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ManagementCall Center ExecutiveCenterCalling
2242,Staff Nurse,Narayana Hrudayalaya Mmi Blood Bank,Mumbai,0-5 Yrs,Not disclosed,16 Days Ago,2024-11-24,SAPAclsStaff NurseConsultingBlsHealthcareICUCustomer experience
2243,Software Development Engineer in Test,Medpace Clinical Research India,"Mumbai, Navi Mumbai",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CROWhite box testingAnalyticalPharmaExploratory testingJavascriptclinical developmentSelenium
2244,Accounts Manager,Shree Dhootapapeshwar,Mumbai(Dadar West),10-20 Yrs,10-20 Lacs PA,3 Days Ago,2024-11-24,Statutory AuditStatutory ComplianceAccounts FinalisationBalance Sheet AnalysisBalance Sheet FinalisationFinalisationExternal AuditLedger Scrutiny
2245,Chief information Officer - Central Partner Functions,Piramal Pharma Limited,Mumbai,20-25 Yrs,Not disclosed,7 Days Ago,2024-11-24,VP ITCioIT Applications HeadGM ITTechnology LeadershipDigital TransformationIt TransformationApplication
2246,Fellowship - Radiologist,Gleneagles Healthcare India,Mumbai,0 Yrs,Not disclosed,18 Days Ago,2024-11-24,HospitalRadiology
2247,Quality Executive,Neogen Chemicals,Navi Mumbai,4-5 Yrs,4-5 Lacs PA,6 Days Ago,2024-11-24,Instrument CalibrationHPLCGC AnalysisAudit DocumentationGMPAnalytical TestingQualityAnalytics
2248,Accountant,Pharmaceutical & Life Sciences,"Mumbai, Thane",0-4 Yrs,Not disclosed,18 Days Ago,2024-11-24,Accounts ManagementTallyAccountingGSTJournal entryaccounts receivableaccounts payableTDS
2249,Personal Assistant To Chief Executive Officer,Puneet Laboratories,Mumbai Suburban,3-4 Yrs,4-4.5 Lacs PA,11 Days Ago,2024-11-24,Personal AssistanceCalendar ManagementFixing AppointmentsPALetter DraftingSecretarial ActivitiesProblem Solvingconfidentiality
2250,Account Manager - Engineering,Tosoh India,"Patna, Delhi / NCR, Mumbai (All Areas)",0-1 Yrs,1-3 Lacs PA,18 Days Ago,2024-11-24,Biomedical EngineeringInstrumentation EngineeringService EngineeringMechanical EngineeringElectricalsMedical EquipmentElectrical EngineeringAccounting
2251,Purchase Executive (API Pharma),SANVIN group,"Panvel, Navi Mumbai, Mumbai (All Areas)",3-5 Yrs,Not disclosed,12 Days Ago,2024-11-24,APIPurchasePurchase PlanningPurchase ManagementPurchase OrderPurchase Order CreationOrder fulfillmentManagement
2252,Human Resource Intern ( Fresher),Pravaayu Healthcare,"Mumbai, Andheri",0-1 Yrs,Not disclosed,19 Days Ago,2024-11-24,RecruitmentCold CallingHiringEnd to end RecruitmentTalent AcquisitionEndColdCalling
2253,Marketing Executive,Biomall.in,Mumbai,0-2 Yrs,Not disclosed,18 Days Ago,2024-11-24,visualforcebrandingsfdcbusiness developmentadvertisingtriggerstrackingdashboards
2254,marketing executive,Biomall.in,Mumbai,0-2 Yrs,Not disclosed,18 Days Ago,2024-11-24,AdministrationData analysisSalesWeb analyticsSocial mediaStrategic planningMarket researchSales Coordinator
2255,Urgent Opening For Orthopaedics,Gleneagles Healthcare India,"Ahmedabad, Mumbai (All Areas)",0-5 Yrs,Not disclosed,19 Days Ago,2024-11-24,mbbsOrthopedicsmsd orthoDNBOrthoMicrosoftOrthopaedics
2256,E-Commerce & Warehouse Executive For a Healthcare & Herbal Cosmetic Co,Medisynth Chemicals,Navi Mumbai,0-1 Yrs,Not disclosed,19 Days Ago,2024-11-24,InvoicingOrder ProcessingE-commerceOnline SalesStock InventoryOrder FulfillmentSalesFulfillment
2257,Costing Officer,SANVIN group,"Mumbai Suburban, Panvel, Navi Mumbai",1-3 Yrs,Not disclosed,13 Days Ago,2024-11-24,ICWACost AuditCost AccountingICWA InterCosting And BudgetingInterAccountingAuditing
2258,Assistant Manager - Finance | Pharmaceutical | Taloja - Navi Mumbai,MJ Biopharm,Navi Mumbai,13-18 Yrs,9-15 Lacs PA,8 Days Ago,2024-11-24,financial managementManagementAssistancePharmaceuticalFinance
2259,Liasioning Officer chembur,SANVIN group,Navi Mumbai,3-8 Yrs,Not disclosed,13 Days Ago,2024-11-24,Government LiaisonLiaisonLand AcquisitiontahsildarProperty AcquisitionGovernment RelationsCorporate AffairsProperty
2260,Executive- Bulk Production,Yashraj Biotechnology,Navi Mumbai,1-4 Yrs,Not disclosed,10 Days Ago,2024-11-24,Native antigen productionProductionBulkNative
2261,Content Writer and Social Media Specialist,UE Lifesciences (India) Pvt. Ltd.,Mumbai(Vile Parle East),0-5 Yrs,Not disclosed,20 Days Ago,2024-11-24,Content writing & editingSEO WritingTime management and organizational skillsResearch and analytical skillsStrong communication and collaborationCoachingResearchCollaboration
2262,BHMS or BAMS Doctor,Mitoch Pharma,Mumbai Suburban,0-1 Yrs,3-4.5 Lacs PA,20 Days Ago,2024-11-24,Patient CareGood Communication skillBHMSBumsBAMSBacCommunication skills
2263,Hiring Purchase Executive,UV Sankalp Enterprises,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",2-7 Yrs,2.5-4 Lacs PA,2 Days Ago,2024-11-24,ConsumablesPurchase ManagementShipment TrackingRaw Material ProcurementNew Vendor DevelopmentRaw Material InspectionChemical PurchasePurchase Vendor Development
2264,Medical Sales Officer (Nephrology-anesthesia-Critical Care),Aminov Healthcare,"Hybrid - New Delhi, Ahmedabad, Mumbai (All Areas)",0-2 Yrs,2-5 Lacs PA,13 Days Ago,2024-11-24,Medical DevicesMedical Equipment SalesSales And MarketingHospital SalesPharmaceutical SalesMedicalMedical equipmentEquipment Sales
2265,Manager Financial Analyst- Animal Health MNC Co - Mumbai.,Pharmaceutical job,"Mumbai, Mumbai (All Areas)",7-8 Yrs,20-25 Lacs PA,13 Days Ago,2024-11-24,Financial AnalysisBusiness PlanningInternational FinanceCost ControlPlanningFinanceAnalysisAnimal health
2266,Front Office Assistant,Saifee hospital,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,front deskadministrative skillscomputer operatingoperaadministrationreceptionist activitiespackagingoffice assistance
2267,Staff Nurse,Saifee hospital,Mumbai,0-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdhealth care servicesemergency medicinegnmnursingmedicinepatient carehealthcare
2268,Production Chemist,Pharmaceutical job,Navi Mumbai,1-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,ProductionDocumentationApi ProductionManpower HandlingProcess HandlingShop Floor ControlProduction SupervisingDaily Production Planning
2269,Support Engineer,Margy Tech,"Madurai, Mumbai, Navi Mumbai",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceLinuxWindowsmicrosoftMac OsInformation technologyciscoComputer
2270,Management Trainee,Eris,Mumbai,0-2 Yrs,Not disclosed,12 Days Ago,2024-11-24,Medical ServicesMedical WritingMedical AffairsPharmacologyPharmacovigilanceWritingTraining managementMedical
2271,Ward Officer (Wards),S.L Raheja Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationComplianceInfrastructure developmentHealthcareBudget managementSavingManagementCost
2272,RMO (Wards),S.L Raheja Hospital,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorAdministrationManager Quality AssuranceComplianceStaffingPatient careMedical servicesHealthcare
2273,Pre - Sales Executive Marketing Coordinator,Ayukrt,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationPre Sales ExecutiveExcelAssistant ExecutivePharmaMISMarketing CoordinatorMarketing Executive
2274,Key Accounts Manager,Ayukrt,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business development managementRetention managementClient retentionTechnical StaffResearchManagementBusiness ExecutiveSales management
2275,Customer Care - Tele sales,Reelabs,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OutboundLead generationInterpersonal skillsSalesTelesalesOnline marketingSales lead generationDatabase
2276,Business Development Executive / Area Sales Manager,Reelabs,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsArea salesBusiness Development ExecutiveSupervisionManagementInterpersonalBusiness developmentDevelopment
2277,Staff Nurse,S.L Raheja Hospital,Mumbai,0-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingGNM Staff NurseStaff NurseGNM
2278,Business Associate - Freshers,Caliber Organisation,"Mumbai, Thane, Navi Mumbai",0-3 Yrs,3-3.5 Lacs PA,26 Days Ago,2024-11-24,PromotionsDecision MakingTime Managementbusiness developmentclient servingBrandingBusiness Development ManagementMarketing
2279,Radiologist,Leading Diagnostics Company,"Tirupati, Kurnool, Mumbai (All Areas)(Bhayandar +3)",0-5 Yrs,Not disclosed,29 Days Ago,2024-11-24,SonographyX-RayMammographyDopplerRadiology
2280,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsUSGRadiologyDNBDoctorManagement
2281,Area Sales Manager# Hemodialysis Catheter # Central venous Catheter,Baihe Medical India,"Hybrid - Mumbai, Ahmedabad",2-5 Yrs,3-7 Lacs PA,10 Days Ago,2024-11-24,Disposable Medical Devices SaleNephrologySurgicalCritical CareAnesthesiaICUInjectablesMedical Devices
2282,Associate Consultant Anesthesia,vitality healthcare,"Mumbai, Mumbai (All Areas)",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,surgical proceduresAnesthesiaOTPain ManagementOperation TheatreAnaesthetist ActivitiesCritical CareAnesthesiology
2283,CS Trainee / Intern,Surya Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CS TraineeLegal complianceInternComplianceLegalTrainingCs
2284,Clinical Associate,Surya Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingscalinghealth care servicesemergency medicinedentistryclinical data managementmedicinehospital administration
2285,CRM Executive,AccurexBiomedical Pvt.Ltd.,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsManagement ExecutiveCRM ExecutiveCustomer relationshipCustomer serviceCustomer complaintsCustomer experienceCRM
2286,Service Coordinator,AccurexBiomedical Pvt.Ltd.,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Service CoordinatorCustomer serviceCoordinationService Coordination
2287,Associate Consultant / Senior Associate Consultant - ICU,Reliance Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorJMSPain managementCritical careHealthcareDNBICUDoctor
2288,Staff Nurse,Reliance Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingGNM Staff NurseStaff NurseGNM
2289,Nursing - ICU / A& E / Ward / OT - Nursing Officer,Reliance Hospital,"Mumbai, Navi Mumbai",0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingGNMPatient careICUOTE
2290,Staff Nurse,Reliance Hospital,Navi Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingStaff NurseOncologyNICUICUexecutive nurse
2291,Medical Staff,Reliance Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorPediatricsJMSQuality improvementClinical AssociatePain managementHealthcareDNB
2292,Clinical Assistant - Critical Care Medicine,Reliance Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,JMSPatient careCritical careAnesthesiaDNBMedicineAssistanceCritical Care Medicine
2293,Clinical Assistant - PICU / NICU,Reliance Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsJMSNICUDNBManagementAssistancePicuClinical
